FID,ROAD_ID,ROADWAY,RD_STATUS,NUMSECTION,COUNTY,SECTION_,BEGIN_POST,END_POST,RTLENGTH,HIGHMEASUR,SHAPE_Leng,DISTRICT,COUNTYDOT,COUNTYNM,MNG_DIST,Shape__Length
4343,58000041,58000041,09,1,58,000041,0,4.78,4.78,4.78,7692.7265,3,58,Santa Rosa,3,7692.72650857547
4344,79000322,79000322,09,2,79,000322,0,1.757,1.75,1.757,2817.1151,5,79,Volusia,5,2817.1151276621
4345,79000123,79000123,09,3,79,000123,0,2.676,2.677,2.676,4308.4814,5,79,Volusia,5,4308.4814400932
4346,37030000,37030000,02,9,37,030000,0,8.623,8.616,8.623,13866.6125,2,37,Suwannee,2,13866.6125074001
4347,88000428,88000428,09,2,88,000428,0,0.753,0.752,0.753,1209.7868,4,88,Indian River,4,1209.78675384657
4348,1000552,01000552,09,1,01,000552,0,0.902,0.902,0.902,1452.3715,1,01,Charlotte,1,1452.37148476054
4349,87260407,87260407,07,1,87,260407,0,0.417,0.416,0.417,669.8737,6,87,Miami-Dade,6,669.873733049416
4350,16470038,16470038,07,2,16,470038,0,0.196,0.1993,0.196,320.7338,1,16,Polk,8,320.733846605243
4351,91000019,91000019,09,1,91,000019,0,0.3,0.3022,0.3,486.3748,1,91,Okeechobee,1,486.374806812493
4352,14501000,14501000,09,4,14,501000,0,6.363,6.364,6.363,10241.1196,7,14,Pasco,7,10241.119551834
4353,87000321,87000321,09,3,87,000321,0,1,1.011,1,1626.6061,6,87,Miami-Dade,6,1626.60609600134
4354,48260063,48260063,07,1,48,260063,0,0.221,0.223,0.221,358.8927,3,48,Escambia,3,358.892672433167
4355,11510000,11510000,09,5,11,510000,0,6.76,6.759,6.76,10877.2257,5,11,Lake,5,10877.2256745467
4356,70000044,70000044,09,2,70,000044,0,2,1.986,2,3196.9018,5,70,Brevard,5,3196.90181286014
4357,57000050,57000050,09,4,57,000050,0,3.346,3.359,3.346,5406.2626,3,57,Okaloosa,3,5406.26260643057
4358,52501000,52501000,12,15,52,501000,0,15.004,15.101,15.004,24302.9075,3,52,Holmes,3,24302.9075110736
4359,34030000,34030000,02,8,34,030000,0,20.224,20.247,20.224,32584.7016,2,34,Levy,2,32584.7016075025
4360,87000182,87000182,09,3,87,000182,0,1.162,1.164,1.162,1873.6772,6,87,Miami-Dade,6,1873.67724600375
4361,87000528,87000528,09,1,87,000528,0,0.237,0.231,0.237,371.8899,6,87,Miami-Dade,6,371.889937718544
4362,1000091,01000091,09,2,01,000091,1.414,3.846,2.434,3.846,3916.3823,1,01,Charlotte,1,3916.3823249751
4363,16000239,16000239,09,1,16,000239,0,0.2,0.207,0.2,332.3969,1,16,Polk,1,332.396852384031
4364,52900003,52900003,16,1,52,900003,0,0.826,0.824,0.826,1325.9383,3,52,Holmes,3,1325.93831322619
4365,48260058,48260058,07,3,48,260058,0,0.357,0.36,0.357,579.6523,3,48,Escambia,3,579.652318611336
4366,15000008,15000008,09,5,15,000008,0,2.531,2.531,2.531,4073.1515,7,15,Pinellas,7,4073.15152274722
4367,7900006,07900006,16,1,07,900006,0,0.023,0.023,0.023,36.9008,1,07,Hendry,1,36.9008438900147
4368,6900003,06900003,16,1,06,900003,0,0.26,0.259,0.26,417.2968,1,06,Hardee,1,417.296807352251
4369,12000138,12000138,09,3,12,000138,0,0.8,0.7808,0.8,1256.5956,1,12,Lee,1,1256.59561252313
4370,75000179,75000179,09,5,75,000179,0,1,1.002,1,1613.3522,5,75,Orange,5,1613.35216468598
4371,86001420,86001420,09,3,86,001420,0,0.121,0.122,0.121,196.1879,4,86,Broward,4,196.187882286412
4372,10000013,10000013,09,2,10,000013,0,0.445,0.444,0.445,714.53,7,10,Hillsborough,7,714.530048346352
4373,75680000,75680000,09,4,75,680000,0,0.508,0.498,0.508,802.2242,5,75,Orange,5,802.224220305829
4374,86000067,86000067,09,3,86,000067,0,0.8,0.81,0.8,1303.5476,4,86,Broward,4,1303.54760276622
4375,16000219,16000219,09,5,16,000219,0,1.862,1.867,1.862,3004.7905,1,16,Polk,1,3004.79047070657
4376,75000059,75000059,09,2,75,000059,0,1,1.011,1,1627.3845,5,75,Orange,5,1627.38445809175
4377,86070011,86070011,07,2,86,070011,0,0.258,0.2625,0.258,422.5238,4,86,Broward,4,422.523789766237
4378,86000087,86000087,09,6,86,000087,0,1.966,1.964,1.966,3161.2851,4,86,Broward,4,3161.28506673001
4379,79190006,79190006,02,7,79,190006,0,1.03,1.028,1.03,1654.2973,5,79,Volusia,5,1654.29730781895
4380,58040100,58040100,02,2,58,040100,0,0.177,0.176,0.177,282.8223,3,58,Santa Rosa,3,282.822292916029
4381,10900035,10900035,16,1,10,900035,0,0.26,0.26,0.26,418.1838,7,10,Hillsborough,7,418.183832370801
4382,10900037,10900037,16,1,10,900037,0,0.268,0.26,0.268,418.2447,7,10,Hillsborough,7,418.244706314886
4383,55000034,55000034,09,1,55,000034,0,4.024,4.027,4.024,6481.5133,3,55,Leon,3,6481.51327501277
4384,93900011,93900011,16,6,93,900011,0,0.418,0.42,0.418,676.4705,4,93,Palm Beach,4,676.470487533055
4385,75300902,75300902,07,1,75,300902,0,0.226,0.226,0.226,363.4126,5,75,Orange,5,363.412591951602
4386,93000113,93000113,09,3,93,000113,0,1.089,1.098,1.089,1767.4966,4,93,Palm Beach,4,1767.49658471258
4387,93000180,93000180,09,2,93,000180,0,2.042,2.045,2.042,3290.6884,4,93,Palm Beach,4,3290.68837168498
4388,61000040,61000040,09,3,61,000040,0,4.459,4.467,4.459,7189.0364,3,61,Washington,3,7189.03637791011
4389,75300903,75300903,07,1,75,300903,0,0.309,0.308,0.309,495.9168,5,75,Orange,5,495.916820035963
4390,93589000,93589000,09,3,93,589000,0,0.965,0.964,0.965,1551.0871,4,93,Palm Beach,4,1551.08708104959
4391,86000261,86000261,07,1,86,000261,0,0.139,0.14,0.139,224.7298,4,86,Broward,4,224.729821321044
4392,58531000,58531000,09,2,58,531000,0,3.725,3.739,3.725,6016.9141,3,58,Santa Rosa,3,6016.91412232942
4393,13075020,13075020,07,2,13,075020,0,0.237,0.239,0.237,384.1896,1,13,Manatee,1,384.189562968218
4394,13075019,13075019,07,2,13,075019,0,0.4,0.401,0.4,645.5049,1,13,Manatee,1,645.504941854522
4395,13075021,13075021,07,2,13,075021,0,0.247,0.249,0.247,400.0691,1,13,Manatee,1,400.069111441497
4396,75002023,75002023,07,1,75,002023,0,0.223,0.223,0.223,359.4127,5,75,Orange,5,359.412679501112
4397,75002024,75002024,07,1,75,002024,0,0.366,0.366,0.366,588.57,5,75,Orange,5,588.569984016901
4398,75280091,75280091,07,1,75,280091,0,0.965,0.965,0.965,1553.1263,5,75,Orange,5,1553.1262612146
4399,75280023,75280023,07,1,75,280023,0,0.035,0.036,0.035,57.2519,5,75,Orange,5,57.2518637179261
4400,57610007,57610007,09,1,57,610007,0,0.372,0.3688,0.372,593.4753,3,57,Okaloosa,3,593.475256803442
4401,57610008,57610008,09,1,57,610008,0,1.72,1.7244,1.72,2775.0842,3,57,Okaloosa,3,2775.08420766881
4402,8150000,08150000,02,3,08,150000,0,11.468,11.47,11.468,18459.4625,7,08,Hernando,7,18459.4624537685
4403,92010100,92010100,02,3,92,010100,0,1.354,1.357,1.354,2183.2568,5,92,Osceola,5,2183.2567851727
4404,4900014,04900014,16,1,04,900014,0,0.445,0.445,0.445,715.9356,1,04,Desoto,1,715.935637767957
4405,72660500,72660500,09,2,72,660500,0,1.225,1.227,1.225,1974.2434,2,72,Duval,2,1974.24338799509
4406,87000346,87000346,09,7,87,000346,0,2.527,2.515,2.527,4047.8068,6,87,Miami-Dade,6,4047.80676826615
4407,72001072,72001072,07,2,72,001072,0,0.219,0.221,0.219,355.9434,2,72,Duval,2,355.943392392109
4408,15000289,15000289,09,10,15,000289,0,3.711,3.711,3.711,5971.9586,7,15,Pinellas,7,5971.95858889741
4409,79000118,79000118,09,2,79,000118,0,2.813,2.818,2.813,4534.6703,5,79,Volusia,5,4534.67033229476
4410,93900235,93900235,16,1,93,900235,0,0.077,0.077,0.077,124.1413,4,93,Palm Beach,4,124.141250454663
4411,15900019,15900019,16,1,15,900019,0,0.248,0.25,0.248,402.8086,7,15,Pinellas,7,402.808552635734
4412,15000451,15000451,09,5,15,000451,0,1.747,1.745,1.747,2807.7528,7,15,Pinellas,7,2807.75277922525
4413,94900007,94900007,09,3,94,900007,0,1.733,1.734,1.733,2790.4281,4,94,St. Lucie,4,2790.42810128096
4414,90000548,90000548,09,4,90,000548,0,0.551,0.552,0.551,889.0305,6,90,Monroe,6,889.030473090304
4415,90000551,90000551,09,1,90,000551,0,0.31,0.311,0.31,501.0182,6,90,Monroe,6,501.018230283747
4416,90000001,90000001,09,1,90,000001,0,1.825,1.832,1.825,2947.7114,6,90,Monroe,6,2947.7114109468
4417,15000274,15000274,09,1,15,000274,0,2.38,2.38,2.38,3830.0483,7,15,Pinellas,7,3830.0482788982
4418,90000539,90000539,09,1,90,000539,0,0.511,0.517,0.511,832.1244,6,90,Monroe,6,832.124364921694
4419,79110033,79110033,07,2,79,110033,0,0.302,0.3085,0.302,496.4474,5,79,Volusia,5,496.447436240603
4420,79110008,79110008,07,2,79,110008,0,0.13,0.1309,0.13,210.6381,5,79,Volusia,5,210.638147329789
4421,79110010,79110010,07,2,79,110010,0,0.331,0.3314,0.331,533.4015,5,79,Volusia,5,533.401528971062
4422,86470208,86470208,07,3,86,470208,0,0.913,0.914,0.913,1471.2578,4,86,Broward,8,1471.25783885779
4423,26260033,26260033,07,1,26,260033,0,0.631,0.629,0.631,1011.497,2,26,Alachua,2,1011.49700760619
4424,75000458,75000458,09,2,75,000458,0,1.049,1.049,1.049,1688.1367,5,75,Orange,5,1688.136695196
4425,86900056,86900056,16,3,86,900056,0,0.835,0.831,0.835,1337.6258,4,86,Broward,4,1337.62580519658
4426,15150104,15150104,07,1,15,150104,0,0.021,0.021,0.021,34.596,7,15,Pinellas,7,34.5959851770667
4427,15150101,15150101,07,1,15,150101,0,0.039,0.039,0.039,62.6194,7,15,Pinellas,7,62.6194390483189
4428,34506000,34506000,09,1,34,506000,0,10.217,10.216,10.217,16441.5566,2,34,Levy,2,16441.5566218906
4429,12000527,12000527,09,1,12,000527,0,1.6,1.6073,1.6,2586.7099,1,12,Lee,1,2586.70988769093
4430,12000530,12000530,09,1,12,000530,0.128,1.586,1.4837,1.586,2387.8085,1,12,Lee,1,2387.80851639512
4431,34080000,34080000,02,5,34,080000,0,7.132,7.128,7.132,11471.9466,2,34,Levy,2,11471.9465695838
4432,34521000,34521000,09,1,34,521000,0,0.514,0.533,0.514,857.7407,2,34,Levy,2,857.740693081337
4433,87000183,87000183,09,13,87,000183,0,2.618,2.627,2.618,4228.2256,6,87,Miami-Dade,6,4228.22564150402
4434,87610500,87610500,09,5,87,610500,0,2.62,2.623,2.62,4221.723,6,87,Miami-Dade,6,4221.72303159271
4435,79000202,79000202,09,5,79,000202,0,4.38,4.38,4.38,7048.3119,5,79,Volusia,5,7048.31189333663
4436,79300502,79300502,09,2,79,300502,0,1.328,1.327,1.328,2135.9853,5,79,Volusia,5,2135.98527538722
4437,57000053,57000053,09,2,57,000053,0,1.924,1.933,1.924,3111.5662,3,57,Okaloosa,3,3111.56619818262
4438,79000103,79000103,09,7,79,000103,0,2.225,2.222,2.225,3575.7864,5,79,Volusia,5,3575.78643697324
4439,57000058,57000058,09,1,57,000058,0,3.852,3.864,3.852,6218.1312,3,57,Okaloosa,3,6218.13122631829
4440,1000085,01000085,09,1,01,000085,0,2.052,2.05,2.052,3299.5139,1,01,Charlotte,1,3299.51388170933
4441,14040000,14040000,02,2,14,040000,0,1.011,0.997,1.011,1605.2626,7,14,Pasco,7,1605.26264672688
4442,86523500,86523500,09,5,86,523500,0,2.502,2.507,2.502,4034.8019,4,86,Broward,4,4034.8018872798
4443,34517000,34517000,09,3,34,517000,0,2.979,2.977,2.979,4790.925,2,34,Levy,2,4790.92498978586
4444,12000556,12000556,09,1,12,000556,0,0.65,0.645,0.65,1038.4092,1,12,Lee,1,1038.40924056018
4445,14000225,14000225,09,4,14,000225,0,2.69,2.692,2.69,4332.2483,7,14,Pasco,7,4332.24830184775
4446,10000140,10000140,09,3,10,000140,0,0.546,0.547,0.546,880.4214,7,10,Hillsborough,7,880.4213518619
4447,10000368,10000368,09,3,10,000368,0.025,1.393,1.368,1.393,2202.0388,7,10,Hillsborough,7,2202.03880357987
4448,87000062,87000062,09,11,87,000062,0,4.142,4.142,4.142,6665.774,6,87,Miami-Dade,6,6665.77402236089
4449,87270221,87270221,07,2,87,270221,0,0.235,0.235,0.235,377.416,6,87,Miami-Dade,6,377.415969136582
4450,72000284,72000284,09,2,72,000284,0,1.464,1.464,1.464,2355.8491,2,72,Duval,2,2355.84906578957
4451,72000131,72000131,09,2,72,000131,0,0.662,0.664,0.662,1067.8423,2,72,Duval,2,1067.84233678733
4452,72120002,72120002,09,3,72,120002,0,1.453,1.447,1.453,2328.0247,2,72,Duval,2,2328.02468379738
4453,72001073,72001073,07,2,72,001073,0,0.185,0.186,0.185,299.912,2,72,Duval,2,299.912023867206
4454,72017502,72017502,09,1,72,017502,0,0.763,0.762,0.763,1225.7088,2,72,Duval,2,1225.70884499103
4455,87000291,87000291,09,7,87,000291,0,2.014,2.026,2.014,3260.8439,6,87,Miami-Dade,6,3260.84392117478
4456,14000174,14000174,09,2,14,000174,0,0.503,0.507,0.503,815.2715,7,14,Pasco,7,815.271480986884
4457,87000157,87000157,09,9,87,000157,0,1.6,1.588,1.6,2555.8733,6,87,Miami-Dade,6,2555.87334285485
4458,87000252,87000252,09,6,87,000252,0,1.14,1.14,1.14,1835.2008,6,87,Miami-Dade,6,1835.20076386848
4459,14000168,14000168,09,2,14,000168,0,0.062,0.068,0.062,108.7401,7,14,Pasco,7,108.740099614834
4460,72000081,72000081,09,2,72,000081,0,1.5,1.498,1.5,2411.321,2,72,Duval,2,2411.32099244163
4461,87053500,87053500,09,8,87,053500,0,2.032,2.034,2.032,3272.6327,6,87,Miami-Dade,6,3272.63273310455
4462,87000194,87000194,09,3,87,000194,0,0.827,0.832,0.827,1339.0582,6,87,Miami-Dade,6,1339.05816267944
4463,72000286,72000286,09,3,72,000286,0,1.131,1.125,1.131,1811.142,2,72,Duval,2,1811.1420090868
4464,87000407,87000407,09,5,87,000407,0,1.227,1.231,1.227,1980.9986,6,87,Miami-Dade,6,1980.99858223642
4465,87000426,87000426,09,3,87,000426,0,0.774,0.795,0.774,1279.6431,6,87,Miami-Dade,6,1279.64305240783
4466,87000150,87000150,09,5,87,000150,0,1.361,1.366,1.361,2198.7797,6,87,Miami-Dade,6,2198.77966050432
4467,57500019,57500019,09,5,57,500019,0,0.677,0.679,0.677,1093.2218,3,57,Okaloosa,3,1093.2217817774
4468,58000044,58000044,09,1,58,000044,0,2.352,2.349,2.352,3780.6621,3,58,Santa Rosa,3,3780.662060494
4469,58000045,58000045,09,2,58,000045,0,4.168,4.178,4.168,6724.3754,3,58,Santa Rosa,3,6724.37537878998
4470,58000048,58000048,09,1,58,000048,0,3.606,3.602,3.606,5796.9583,3,58,Santa Rosa,3,5796.95834952724
4471,58000031,58000031,09,1,58,000031,0,2.752,2.755,2.752,4433.9185,3,58,Santa Rosa,3,4433.91852863933
4472,57000031,57000031,09,2,57,000031,0,7.043,7.068,7.043,11375.0754,3,57,Okaloosa,3,11375.0754485316
4473,87260323,87260323,07,1,87,260323,0,0.134,0.1346,0.134,216.6771,6,87,Miami-Dade,6,216.677125661226
4474,87075603,87075603,07,2,87,075603,0,0.377,0.3768,0.377,606.3577,6,87,Miami-Dade,6,606.357698420667
4475,37120017,37120017,07,2,37,120017,0,0.337,0.334,0.337,538.2934,2,37,Suwannee,2,538.293398512435
4476,37120011,37120011,07,2,37,120011,0,0.236,0.233,0.236,375.6738,2,37,Suwannee,2,375.673777012325
4477,70000033,70000033,09,6,70,000033,0,2.504,2.507,2.504,4034.636,5,70,Brevard,5,4034.63600355304
4478,27515000,27515000,09,2,27,515000,0,5.611,5.61,5.611,9027.7804,2,27,Baker,2,9027.78038155098
4479,86900384,86900384,16,1,86,900384,0,0.183,0.183,0.183,294.4085,4,86,Broward,4,294.408509892128
4480,86000162,86000162,09,3,86,000162,0,0.248,0.253,0.248,406.5436,4,86,Broward,4,406.543574055205
4481,87900053,87900053,16,1,87,900053,0,0.385,0.385,0.385,619.3441,6,87,Miami-Dade,6,619.344065149635
4482,93900368,93900368,16,1,93,900368,0,0.127,0.127,0.127,204.2501,4,93,Palm Beach,4,204.250108816686
4483,93900269,93900269,16,1,93,900269,0,0.05,0.05,0.05,80.4397,4,93,Palm Beach,4,80.4397086786637
4484,16000077,16000077,09,3,16,000077,0,0.738,0.744,0.738,1196.5797,1,16,Polk,1,1196.5797298373
4485,71000003,71000003,09,1,71,000003,0,1.835,1.835,1.835,2953.1787,2,71,Clay,2,2953.17865317303
4486,90500002,90500002,09,2,90,500002,0,0.412,0.405,0.412,652.1636,6,90,Monroe,6,652.163610176614
4487,7580000,07580000,09,2,07,580000,0,4.382,4.386,4.382,7058.6898,1,07,Hendry,1,7058.68976941859
4488,87012500,87012500,09,4,87,012500,0,1,1.021,1,1643.6001,6,87,Miami-Dade,6,1643.60005093146
4489,34536000,34536000,09,2,34,536000,0,1.609,1.6,1.609,2575.3163,2,34,Levy,2,2575.3162570654
4490,75000425,75000425,09,1,75,000425,0,1.736,1.737,1.736,2795.0455,5,75,Orange,5,2795.0455074716
4491,4900010,04900010,16,2,04,900010,0,0.187,0.189,0.187,303.4769,1,04,Desoto,1,303.476897066535
4492,3175026,03175026,07,2,03,175026,0,0.386,0.3819,0.386,614.5816,1,03,Collier,1,614.581614512198
4493,3175027,03175027,07,2,03,175027,0,0.384,0.3849,0.384,619.4985,1,03,Collier,1,619.49850481982
4494,12075002,12075002,07,2,12,075002,0,0.287,0.2862,0.287,460.529,1,12,Lee,1,460.529018621526
4495,12000570,12000570,09,10,12,000570,0,3.805,3.803,3.805,6119.8383,1,12,Lee,1,6119.83832108828
4496,74540000,74540000,09,3,74,540000,0,5.263,5.264,5.263,8471.1014,2,74,Nassau,2,8471.10136019857
4497,86900123,86900123,16,7,86,900123,0,0.679,0.677,0.679,1089.3634,4,86,Broward,4,1089.36343534847
4498,92060000,92060000,02,4,92,060000,0,38.033,38.07,38.033,61267.0889,5,92,Osceola,5,61267.0888564724
4499,10000114,10000114,09,2,10,000114,0,0.383,0.381,0.383,613.7501,7,10,Hillsborough,7,613.750149586877
4500,92580000,92580000,09,2,92,580000,0,13.111,13.107,13.111,21094.1967,5,92,Osceola,5,21094.196703733
4501,86900131,86900131,16,18,86,900131,0,0.706,0.706,0.706,1136.9642,4,86,Broward,4,1136.96424872903
4502,14000121,14000121,09,4,14,000121,0,2.452,2.44,2.452,3926.117,7,14,Pasco,7,3926.11699148289
4503,15004501,15004501,09,16,15,004501,0,6.154,6.161,6.154,9914.8497,7,15,Pinellas,7,9914.8496612013
4504,93220131,93220131,07,1,93,220131,0,0.198,0.198,0.198,317.9065,4,93,Palm Beach,4,317.906545063339
4505,86000061,86000061,09,2,86,000061,0,0.503,0.502,0.503,807.3491,4,86,Broward,4,807.349114447043
4506,74000028,74000028,09,1,74,000028,0,0.408,0.4064,0.408,654.0075,2,74,Nassau,2,654.007471789508
4507,72090015,72090015,07,1,72,090015,0,0.078,0.0754,0.078,121.3702,2,72,Duval,2,121.370193210288
4508,72040119,72040119,07,1,72,040119,0,0.248,0.2466,0.248,396.8241,2,72,Duval,2,396.824073400815
4509,72292281,72292281,07,1,72,292281,0,0.208,0.2087,0.208,335.8614,2,72,Duval,2,335.861365412773
4510,72000093,72000093,09,1,72,000093,0,1.442,1.441,1.442,2318.7463,2,72,Duval,2,2318.74628892478
4511,72090475,72090475,07,1,72,090475,0,0.111,0.102,0.111,164.498,2,72,Duval,2,164.497975095137
4512,72090476,72090476,07,1,72,090476,0,0.077,0.076,0.077,121.9047,2,72,Duval,2,121.904716293349
4513,13000072,13000072,09,2,13,000072,0,1.334,1.335,1.334,2149.1593,1,13,Manatee,1,2149.15927121751
4514,17000144,17000144,09,2,17,000144,0,1.393,1.393,1.393,2242.2613,1,17,Sarasota,1,2242.26133365731
4515,9400000,09400000,09,3,09,400000,0,15.432,15.433,15.432,24837.4298,1,09,Highlands,1,24837.4298393511
4516,93000229,93000229,09,9,93,000229,0,0.844,0.846,0.844,1361.0188,4,93,Palm Beach,4,1361.0188372426
4517,15190010,15190010,07,1,15,190010,0,0.317,0.316,0.317,508.2959,7,15,Pinellas,7,508.295859520448
4518,86900043,86900043,16,1,86,900043,0,0.026,0.026,0.026,42.0543,4,86,Broward,4,42.0542505420626
4519,15002800,15002800,10,4,15,002800,0,1.066,1.063,1.066,1710.5353,7,15,Pinellas,7,1710.53531030996
4520,94000002,94000002,09,4,94,000002,0,3.051,3.051,3.051,4910.0141,4,94,St. Lucie,4,4910.01412849435
4521,74560000,74560000,09,2,74,560000,0,6.414,6.414,6.414,10322.5796,2,74,Nassau,2,10322.5795931804
4522,91506000,91506000,09,1,91,506000,0,2.738,2.739,2.738,4407.4846,1,91,Okeechobee,1,4407.48461354945
4523,14470004,14470004,07,2,14,470004,0,0.345,0.345,0.345,555.09,7,14,Pasco,8,555.08996468374
4524,93220023,93220023,07,2,93,220023,0,0.237,0.2292,0.237,368.8646,4,93,Palm Beach,4,368.864621181044
4525,92470000,92470000,02,3,92,470000,0,17.972,17.933,17.972,28860.186,5,92,Osceola,8,28860.1860238199
4526,74020000,74020000,02,19,74,020000,0,13.375,13.377,13.375,21527.5502,2,74,Nassau,2,21527.5502200975
4527,13000001,13000001,09,1,13,000001,0,10.394,10.358,10.394,16670.3119,1,13,Manatee,1,16670.3118539259
4528,15000427,15000427,09,2,15,000427,0,1.723,1.724,1.723,2774.8734,7,15,Pinellas,7,2774.87341304005
4529,87000608,87000608,09,1,87,000608,0,0.524,0.523,0.524,842.1305,6,87,Miami-Dade,6,842.130501027853
4530,72001036,72001036,07,2,72,001036,0,0.213,0.2141,0.213,344.5794,2,72,Duval,2,344.579390444988
4531,12000206,12000206,09,2,12,000206,0,1.058,1.063,1.058,1710.8895,1,12,Lee,1,1710.88950649827
4532,92090014,92090014,07,1,92,090014,0,0.149,0.158,0.149,254.6439,5,92,Osceola,5,254.643867132665
4533,72001017,72001017,07,1,72,001017,0,0.066,0.0686,0.066,110.43,2,72,Duval,2,110.43000593968
4534,4900019,04900019,16,1,04,900019,0,1.004,1.004,1.004,1616.2292,1,04,Desoto,1,1616.22924457887
4535,12000014,12000014,09,4,12,000014,0,1.1,1.091,1.1,1756.3952,1,12,Lee,1,1756.39517564047
4536,13000702,13000702,12,5,13,000702,0,1.48,1.478,1.48,2379.0148,1,13,Manatee,1,2379.01476869401
4537,88081012,88081012,07,1,88,081012,0,0.18,0.179,0.18,288.0097,4,88,Indian River,4,288.009726231017
4538,60699000,60699000,09,1,60,699000,0,1.351,1.361,1.351,2190.9589,3,60,Walton,3,2190.9589116678
4539,50509000,50509000,09,4,50,509000,0,4.166,4.17,4.166,6710.3819,3,50,Gadsden,3,6710.38193731165
4540,53514000,53514000,09,5,53,514000,0,6.807,6.814,6.807,10966.7439,3,53,Jackson,3,10966.743888238
4541,26250000,26250000,02,18,26,250000,0,8.043,8.025,8.043,12915.659,2,26,Alachua,2,12915.6589931961
4542,58000001,58000001,09,4,58,000001,0,0.796,0.798,0.796,1284.4435,3,58,Santa Rosa,3,1284.44345703395
4543,53000061,53000061,09,1,53,000061,0,1.341,1.3424,1.341,2160.3046,3,53,Jackson,3,2160.3045974715
4544,15000308,15000308,09,20,15,000308,0,5.525,5.523,5.525,8888.7859,7,15,Pinellas,7,8888.78587967533
4545,26000017,26000017,09,3,26,000017,0,4.1,4.103,4.1,6602.8504,2,26,Alachua,2,6602.85038182456
4546,26507000,26507000,09,3,26,507000,0,2.47,2.471,2.47,3976.105,2,26,Alachua,2,3976.10496036795
4547,70070110,70070110,07,1,70,070110,0,0.04,0.0378,0.04,60.8421,5,70,Brevard,5,60.842089962784
4548,90500005,90500005,09,1,90,500005,0,0.1,0.102,0.1,164.1503,6,90,Monroe,6,164.150286061825
4549,90500006,90500006,09,2,90,500006,0,0.615,0.614,0.615,988.566,6,90,Monroe,6,988.566032793274
4550,70070037,70070037,07,1,70,070037,0,0.163,0.1592,0.163,256.1571,5,70,Brevard,5,256.157117166613
4551,90000022,90000022,09,2,90,000022,0,0.172,0.17,0.172,274.2249,6,90,Monroe,6,274.224875318015
4552,90000010,90000010,09,1,90,000010,0,0.231,0.232,0.231,373.5507,6,90,Monroe,6,373.5506869207
4553,90000012,90000012,09,1,90,000012,0,0.233,0.238,0.233,383.4711,6,90,Monroe,6,383.471079447758
4554,86180000,86180000,02,12,86,180000,0,2.964,2.968,2.964,4776.8606,4,86,Broward,4,4776.86058167767
4555,15000060,15000060,09,7,15,000060,0,2.6,2.59,2.6,4168.1627,7,15,Pinellas,7,4168.16269129968
4556,10710000,10710000,09,4,10,710000,0,1.753,1.748,1.753,2813.524,7,10,Hillsborough,7,2813.52395955123
4557,93220133,93220133,07,1,93,220133,0,0.218,0.219,0.218,352.6309,4,93,Palm Beach,4,352.630891946332
4558,87471234,87471234,07,2,87,471234,0,0.225,0.225,0.225,362.4667,6,87,Miami-Dade,8,362.466653196336
4559,36000033,36000033,09,1,36,000033,0,2.307,2.304,2.307,3708.0617,5,36,Marion,5,3708.06171471762
